65.223.234.aah,2017-06-27,00:12:40,0.0,1001871.0,0001001871-07-000030,.txt,0.0,131557.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,00:12:40,0.0,1001871.0,0001001871-07-000030,.txt,200.0,627002.0,0.0,0.0,0.0,10.0,0.0,
192.41.128.bbi,2017-06-27,00:35:40,0.0,1001871.0,0001001871-10-000024,.txt,200.0,71147.0,0.0,0.0,0.0,10.0,0.0,
220.181.108.fih,2017-06-27,00:37:24,0.0,1001871.0,0001181431-07-055286,.txt,200.0,16614.0,0.0,0.0,0.0,10.0,0.0,
220.181.108.hji,2017-06-27,00:37:24,0.0,1001871.0,0001181431-07-055286,.txt,301.0,667.0,0.0,0.0,0.0,10.0,0.0,
220.181.108.fhg,2017-06-27,00:40:18,0.0,1001871.0,0001140361-13-011687,.txt,301.0,666.0,0.0,0.0,0.0,10.0,0.0,
123.125.71.cgg,2017-06-27,00:40:20,0.0,1001871.0,0001140361-13-011687,.txt,200.0,6387.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,00:44:46,0.0,1001871.0,0001001871-07-000021,.txt,200.0,466955.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,00:44:46,0.0,1001871.0,0001001871-07-000021,.txt,0.0,172529.0,0.0,0.0,0.0,10.0,0.0,
108.54.237.aji,2017-06-27,00:59:08,0.0,1001871.0,0001001871-09-000009,.txt,200.0,621763.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,01:16:21,0.0,1001871.0,0001001871-07-000006,.txt,0.0,77328.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,01:16:21,0.0,1001871.0,0001001871-07-000006,.txt,200.0,1087637.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,01:55:35,0.0,1001871.0,0001157523-07-001589,.txt,200.0,151297.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,01:55:36,0.0,1001871.0,0001157523-07-001589,.txt,200.0,151297.0,0.0,0.0,0.0,10.0,0.0,
108.54.237.aji,2017-06-27,02:31:07,0.0,1001871.0,0001001871-09-000016,.txt,200.0,432235.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,02:44:16,0.0,1001871.0,0001157523-06-011353,.txt,200.0,146238.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,02:44:16,0.0,1001871.0,0001157523-06-011353,.txt,0.0,76872.0,0.0,0.0,0.0,10.0,0.0,
54.159.217.dii,2017-06-27,03:05:37,0.0,1001871.0,0001181431-06-062701,.txt,200.0,3022.0,0.0,0.0,0.0,10.0,0.0,
66.249.64.caf,2017-06-27,03:14:17,0.0,1001871.0,0001157523-05-001398,a4819718.txt,200.0,21385.0,0.0,0.0,0.0,10.0,0.0,
66.249.64.cjb,2017-06-27,03:14:17,0.0,1001871.0,0001157523-05-001398,a4819718.txt,301.0,660.0,0.0,0.0,0.0,10.0,0.0,
184.56.140.ide,2017-06-27,03:15:56,0.0,1001871.0,0001001871-11-000004,.txt,200.0,93660.0,0.0,0.0,0.0,10.0,0.0,
184.56.140.ide,2017-06-27,03:15:56,0.0,1001871.0,0001001871-11-000004,.txt,301.0,638.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,03:18:15,0.0,1001871.0,0001157523-06-008435,.txt,200.0,119568.0,0.0,0.0,0.0,10.0,0.0,
192.41.128.bbi,2017-06-27,03:21:32,0.0,1001871.0,0001001871-11-000010,.txt,200.0,98552.0,0.0,0.0,0.0,10.0,0.0,
192.41.128.bbi,2017-06-27,03:21:32,0.0,1001871.0,0001001871-11-000004,.txt,200.0,93688.0,0.0,0.0,0.0,10.0,0.0,
38.105.116.iei,2017-06-27,03:47:49,0.0,1001871.0,0000912057-01-522064,.txt,200.0,131737.0,0.0,0.0,0.0,10.0,0.0,
38.105.116.iei,2017-06-27,03:47:49,0.0,1001871.0,0000912057-01-522064,.txt,301.0,644.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,03:52:15,0.0,1001871.0,0001157523-06-006509,.txt,0.0,174999.0,0.0,0.0,0.0,10.0,0.0,
65.223.234.aah,2017-06-27,03:52:16,0.0,1001871.0,0001157523-06-006509,.txt,200.0,260195.0,0.0,0.0,0.0,10.0,0.0,
